YEAR (start),Date Duration,OperationName,Unit(s) – Description,Location,VC–NVAKIA's,Allied KIA's
1966,Nov 25 – Dec 9,Operation Bismark[1],"1st Brigade,1st Infantry Divisionsearch and destroy and road clearing operation alongRoute 16",betweenPhuoc VinhandDĩ An District,,
1966,Nov 27 – Dec 23,Operation Charleston[1],"2nd Battalion,18th Infantry Regimentsearch and destroy operation",Rung Sat Special Zone,,
1966,Nov 29 – Dec 5,Operation Healdsburg[1],"3rd Brigade,1st Infantry Divisionsearch and destroy operation",III Corps,113,
1966,Nov 29 – Dec 7,Operation Mississippi[1],"2nd Battalion, 5th Marinessearch and destroy operation",Quảng Nam Province,,
1966,Nov 30 – Dec 6,Operation Sutter[1],"1st Battalion, 5th Marinessearch and destroy operation",Quảng Tín Province,,
1966,Nov 30 – Dec 14 67,Operation Fairfax/Operation Rang Dong[1][82],"1 Battalion from each of the1st Infantry Division,4th Infantry Division,25th Infantry Division,196th Infantry Brigade,ARVN 5th DivisionandARVN Rangersoperation",Saigon Capital Military DistrictandGia Định Province,"1,043",179
1966,Dec,Operation Boulder[1],"1st Battalion,26th Infantry Regimentsearch and destroy operation",,,
1966,Dec 4 – 5,Operation Alexandria[1],11th Armored Cavalry Regimentoperation,Duc Thanh ProvinceandXuân Lộc District,,
1966,Dec 4 – 14,Operation Canary[4],1st Australian Task Forceand173rd Airborne Brigadetwo phase highway security operation alongRoute 15fromPhú MỹtoLong Binhand from Phú Mỹ toBear Catfor elements of the199th Light Infantry Brigadeand the9th Infantry Division,,,
1966,Dec 6 – 7,Operation Trinidad[1],"1st Battalion, 1st Marinessearch and destroy operation",Quảng Nam Province,,
1966,Dec 8 – Jan 19 1967,Operation Pickett[1],"1st Brigade,101st Airborne Divisionsearch and destroy operation",Kon Tum Province,62,20
1966,Dec 7 – 11,Operation Trinidad II[1],"1st Battalion, 1st Marinessearch and destroy operation",Quảng Nam Province,,
1966,Dec 7 – 12,Operation Cortez[1],"3rd Battalion, 5th Marinessearch and destroy operation",Quảng Tín Province,,
1966,Dec 10 – Jan 12 67,Operation Blackjack 22[1][83],Special ForcesDetachment B-50Project OMEGAand Mobile Guerilla Force 768 operation,westernDarlac Province,,
1966,Dec 11 – 16,Operation Sterling[1],"3rd Battalion, 9th Marinessearch and destroy operation",Quảng Nam Province,,
1966,Dec 12 – Jan 21 1967,Operation Sierra[1],"2nd Battalion, 7th Marinessearch and destroy operation",Quảng Ngãi Province,,
1966,Dec 16 – 26,Operation Initiator[1],199th Infantry Brigadesearch and destroy operation,Long Binh Province,,
1966,Dec 17 – 21,Operation Glenn[1],"3rd Battalion, 1st Marinessearch and destroy operation",Quảng Nam Province,,
1966,Dec 19 – 21,Operation Shasta II[1],"1st Battalion, 1st Marinessearch and destroy operation",Quảng Nam Province,,
1966,Dec 19 – 22,Operation Santa Cruz[1],1st Infantry Divisioncordon and search operation,Bình Dương Province,,
1966,Dec 20 – Feb 16 67,Operation Chinook I[77][84],4th Marinesoperation,Thừa Thiên Province,218,
1966,Dec 24,Operation Little Sheba[1],"1st Brigade,1st Infantry Divisionroute and convoy security operation",Biên Hòa Province,,
1966,Dec 27 – 30,Operation Dan Chi 270D[2],US and ARVN search and destroy operation,Chuong Tien Province,124,2 US
1966,Dec 27 – 31,Operation Wiggins[1],"2nd Battalion,3rd Infantry Regimentsearch and destroy operation",Biên Hòa Province,,
1967,67,Operation Auburn I[1],"7th Marinessecurity operation in the ""rocket belt""","aroundDa Nang,Quảng Nam Province",,
1967,67 – 72,Operation Dump Truck[1],Use of anti-personnel mines as part ofOperation Igloo White,,,
1967,67 – 72,Operation Phoenix[2],CIA-organized assassination campaign against Vietcong cadres,acrossSouth Vietnam,,
1967,Jan,Operation Garden City[1][3],"1st Brigade,9th Infantry Divisionoperation","near Dong Tam,Long An Province",,
1967,Jan,Operation Lam Son 45[4],ARVN1st Divisionoperations,Thừa ThiênandQuảng Trị Provinces,,
1967,Jan 1 – 31,Operation Camden I[5],"5th Battalion, Royal Australian Regimentcordon-and-search missions","Hoa Longvillage, south ofNui Dat",,
1967,Jan 1 – Apr 5,Operation Sam Houston[1],"2nd Brigade,4th Infantry Divisionand 3rd Brigade,25th Infantry Divisionsearch and destroy and border surveillance operation; follow-up toOperation Paul Revere IV",PleikuandKon Tum Provinces,733,169
1967,Jan 2,Operation Bolo[6],USAF decoy mission to disguise theelectronic signatureofF-4fighter asF-105sin order to lureVPAFMiGsto engage,North Vietnam,7MiG 21,
1967,Jan 3 – 31,Operation Mang Ho VIII[7],ROK Capital Divisionsearch and clear operations,"Route 1,Phú Yên Province",150,
1967,Jan 4 – 7,Operation Niagara Falls[1],173rd Airborne Brigadesearch and destroy operation,Bình Dương Province,,
1967,Jan 4 – 9,Operation Lincoln (I Corps)[1],"2nd Battalion, 5th Marinessearch and destroy operation",Quảng Nam Province,,
1967,Jan 5 – 7,Operation Niagara Falls[8],1st Infantry Divisionoperation to place a blocking force forOperation Cedar Falls,between the Thi Thanh River andRoute 13east of theIron Triangle,,
1967,Jan 5 – 8,Operation County Fair 1-25[1],"2nd Battalion, 1st Marinessecurity operation",Quảng Nam Province,,
1967,Jan 5 – 9,Operation Fitchburg[9],196th Light Infantry Brigadesearch and destroy operation to position a blocking force forOperation Cedar Falls,"Ho Bo Woods,Tây Ninh Province",,
1967,Jan 6 – 15,Operation Deckhouse V/Operation Song Than[1][10],"SLF1st Battalion, 9th Marinesand 3rd and 4th BattalionsVietnamese Marinesoperation supported byHMM-362from theUSS Iwo Jima",Kien Hoa Province,21,7
1967,Jan 6 – May 31,Operation Palm Beach[11],"3rd Brigade,9th Infantry Division, 3rd Battalion39th Infantryand 2nd and 3rd Battalions,60th Infantrysearch and destroy operation and establishment ofĐồng Tâm Base Camp","Dong Tam,Dinh Tuong Province,IV Corps",570,149
1967,Jan 7 – 9,Operation County Fair 1-28[1],"3rd Battalion, 1st Marinessecurity operation",Quảng Nam Province,,
1967,Jan 7 – 19,Operation Silver Lake[1],"3rd Brigade,9th Infantry Divisionsearch and destroy operation",Biên HòaandLong Khánh Provinces,,
1967,Jan 8 – 26,Operation Cedar Falls[12],"25th Infantry Division,1st Infantry Division,11th Armored Cavalry Regimentand ARVN operation to attack Vietcong positions","Iron Triangle,Bình Dương Province",735,72
1967,Jan 9 – 10,Operation Caloundra[5],"5th Battalion, Royal Australian Regimentoperation against the VC village cadres, cordon-and-search","Bình Ba, 7 km (4 mi) north alongRoute 2",,
1967,Jan 9 – 12,Operation County Fair 1-29[1],"1st Battalion, 1st Marinessecurity operation",Quảng Nam Province,,
1967,Jan 10,Operation Glen Burnie[13],11th Armored Cavalry Regimentand52nd ARVN Rangersoperation,"Binh Loc hamlet,Long Khánh Province",,
1967,Jan 10 – 28,Operation Wollongong[1][5],"5th Battalion, Royal Australian Regiment,6th Battalion, Royal Australian Regiment,1st APC Squadronand 3 Squadron,SASsearch and destroy and security operation",Phước Tuy Province,1,
1967,Jan 20 – 22,Operation County Fair 1-32[1],"2nd Battalion, 1st Marinessecurity operation",Quảng Nam Province,,
1967,Jan 20 – 22,Operation County Fair 14[1],"2nd Battalion, 1st Marinessecurity operation",Quảng Nam Province,,
1967,Jan 21 – Feb 7,Operation Ma Doo I[14],"28th Regiment,ROK 9th Infantry Divisionoperation",Phú Yên Province,160,
1967,Jan 22 – Feb 2,Operation Stark[1],Special ForcesDetachment B-50Project OMEGAoperation,II Corps,,
1967,Jan 24 – 25,Operation Cleveland[1],"2nd Battalion, 4th Marinessearch and destroy operation",Quảng Nam Province,,
1967,Jan 24 – 28,Operation Tuscaloosa[7],"2nd Battalion, 5th Marinessearch and destroy operation","24 km (15 mi) southwest ofDa Nang,Quảng Nam Province",72,
1967,Jan 25 – 28,Operation Maryland[1][15],"1st Battalion, 3rd Marinesclear and search operation",Thừa Thiên Province,,
1967,Jan 25 - Feb 7,Operation Lafayette[1],"1st Battalion, 1st Marines,2nd Battalion, 1st Marinesand3rd Battalion, 1st Marinessearch and destroy operation",Quảng Nam Province,,
1967,Jan 26 – Mar 23,Operation Farragut[1][16],"1st Brigade,101st Airborne Divisionsearch and destroy operation","Bình Thuận,Ninh ThuậnandLâm Đồng Provinces",115,15
1967,Jan 27 – 30,Operation Colby[13],"11th Armored Cavalry Regiment, 1st Brigade9th Infantry Divisionand3/5 Cavalryoperation",north ofPhú Mỹ,,
1967,Jan 27 – 31,Operation Bullseye V[1],2/1 Cavalryand ARVN 40th Regiment reconnaissance operation,"southwestern Bong Son Plain,Bing Dinh Province",,
1967,Jan 27 – Apr 7,Operation Desoto[1][17],"3rd Battalion, 7th Marinessearch and destroy operation",Quảng Ngãi Province,383,76
1967,Jan 27 – Feb 3,Operation Iola[1],"3rd Squadron,5th Cavalry Regimentsecurity operation for the movement of the9th Infantry DivisionfromVũng TàutoBear Cat",alongRoute 15,,
1967,Jan 28 – 31,Operation Seymour[1][5],"5th Battalion, Royal Australian Regimentsearch and destroy operation","Nui Dinhhills,Phước Tuy Province",,
1967,Jan 29 – 31,Operation Baek Ma I[7],ROK 9th Divisionsearch-and-destroy operation,Khánh Hòa Province,390,
1967,Jan 29 – Feb 1,Operation County Fair 1-30[1],"3rd Battalion, 1st Marinessecurity operation",Quảng Nam Province,,
1967,Jan 29 – Feb 16,Operation Big Spring[1],"1st Brigade,9th Infantry Divisionand173rd Airborne Brigadesearch and destroy operation",III Corps,,
1967,Jan 30 – Feb 1,Operation Trinity[1],"1st Battalion, 7th Marinessearch and destroy operation",Quảng Ngãi Province,,
1967,Jan 31 – Feb 3,Operation Clay[1],"1st Battalion, 5th Marinessearch and destroy operation",Quảng Trị Province,,
1967,Jan 31 – Feb 9,Operation Searcy[1],1st Infantry Divisionsearch and destroy operation,III Corps,,
1967,Feb,Operation Eagle's Claw 800(Operation Đại Bàng 800)[18],"1st Cavalry Division,22nd ARVN DivisionandROK Capital Divisionsearch and destroy operation",Bình Định Province,300,
1967,Feb,Operation Highrise[19],Marines and Army shelling of NVA gun positions,in and north of theDMZ,,
1967,Feb,Operation Lam Son 46[20],ARVN1st Divisionoperations,Thừa ThiênandQuảng Trị Provinces,,
1967,Feb 1 – 8,Operation Tamborine[1][5],"6th Battalion, Royal Australian Regimentambush operation alongRoute 23","betweenĐất Đỏ DistrictandSong Tre,Phước Tuy Province",7,4
1967,Feb 1 – 9,Operation Independence[1],"1st Battalion, 1st Marines,2nd Battalion, 4th Marines,2nd Battalion 5th Marinesand 1st and 2nd Battalions,26th Marinessearch and destroy operation",Quảng Nam Province,,
1967,Feb 1 – 15,Operation Gatling[1],"1st Brigade,101st Airborne Divisionsearch and destroy operation","Lâm Đồng,Bình TuyandBình Thuận Provinces",,
1967,Feb 1 – Mar 18,Operation Prairie II[1][21],"1st Battalion, 3rd Marines,2nd Battalion, 3rd Marines,3rd Battalion, 3rd Marines,3rd Battalion, 4th Marines,1st Battalion, 9th Marines,3rd Battalion, 9th Marinesand 2nd Battalion,26th Marinessearch and destroy operation to prevent the324B NVA Divisionfrom enteringQuảng Trị Province","DMZarea, aroundCon ThienandGio Linh,",693,129
1967,Feb 3 – 21,Operation Gadsden[22],"25th Infantry Division,196th Infantry Brigadeand 3rd Brigade4th Infantry Divisionoperation against the Vietcong 271st and 272d Regiments, 70th Guard Regiment and 680th Training Regiment",near the villages of Lo Go and Xom Giua 30 km (19 mi) northwest ofTây Ninh,161,29
1967,Feb 4 – 15,Operation Muncie[13][23],11th Armored Cavalry Regimentreconnaissance in force operations,Route 15toBa RiaandRoute 2from Ba Ria toDuc ThanhandCam My,,
1967,Feb 5 – 24,Operation Green Leaf[1],US search and destroy operation,III Corps,,
1967,Feb 7 – Mar 31 1968,Operation Lam Son 67[1],"2nd and 3rd Brigades,1st Infantry Divisionand ARVN5th Division,18th DivisionandVNMC 3rd Battalionsecurity operations",Biên HòaandBình Dương Provinces,,
1967,Feb 11 – 22,Operation Stone[1][24],"1st Battalion, 1st Marines,2nd Battalion, 1st Marines,3rd Battalion, 1st Marines,2nd Battalion, 4th Marines,2nd Battalion, 5th Marines, 2nd Battalion,26th Marinessearch and destroy operation",Quảng Nam Province,,
1967,Feb 12 – Jan 19 68,Operation Pershing[25],"1st Cavalry Division, 3rd Brigade25th Infantry Division,ROK Capital DivisionandARVN 22nd Divisionoperation against the NVA610th Divisionand VC units",Bình ĐịnhandQuảng Ngãi Provinces,5401,
1967,Feb 13 – 14,Operation Beaumaris[5],"5th Battalion, Royal Australian Regimentcordon-and-search","An Nhutvillage betweenLong Điền DistrictandĐất Đỏ District,Phước Tuy Province",,
1967,Feb 13 – Mar 11 68,Operation Enterprise[26],9th Infantry Divisionoperation,Long An Province,"2,107",51
1967,Feb 14 – 17,Operation Tucson[27],"1st and 3rd Brigades1st Infantry Divisionand 5th Regiment,9th Infantry Divisionoperation against the Vietcong 272nd Regiment and the Phu Loi Battalion",southwestBình Long Provincenear theMichelin Rubber Plantation,13,3
1967,Feb 16,Operation Bunker Hill[1],"3rd Brigade,9th Infantry Divisionoperation",Dinh Tuong Province,,
1967,Feb 16,Operation Dalby[5],"6th Battalion, Royal Australian Regimentairmobile search-and-destroy operation","area immediately north of Đất Đỏ,Phước Tuy Province",,
1967,Feb 16 – Mar 3,Operation Deckhouse VI[28],"SLF1st Battalion, 4th MarinesandHMM-363two-phase search and destroy operation which augmentedOperation DeSoto",southernQuảng Ngãi Province,,
1967,Feb 16 – Mar 20,Operation River Raider[1],"3rd Battalion,47th Infantry Regimentsearch and destroy operation",Rung Sat Special Zone,,
1967,Feb 16 – Jun 13,Operation Chapman[1][14],"1st and 2nd Battalions,2nd Infantry Regimentsearch and destroy operation",Rung Sat Special Zone,,
1967,Feb 17 – 18,Operation Bribie[5],"6th Battalion, Royal Australian Regimentsearch-and-destroy operation to establish a blocking position to prevent the withdrawal eastwards of a VC force which had unsuccessfully ambushedRoute 44betweenĐất Đỏand LangPhước Hải","Ap My An,Phước Tuy Province",70,
1967,Feb 17 – 22,Operation Giant Dragon[14],ROK 2nd Marine Brigadesearch and destroy operation,Quảng Ngãi Province,16,
1967,Feb 17 – 22,Operation Lien Ket 81[1],ARVN 2nd Divisionsearch and destroy operation,Quảng Ngãi Province,,
1967,Feb 17 – 28,Operation Chinook II[7],3rd Marine Divisionoperation. WriterBernard B. Fallwas killed by a VC mine while observing this operation,"Street Without Joy,Thừa Thiên Province",,
1967,Feb 18 – 22,Operation Renmark[5],"5th Battalion, Royal Australian Regimentsearch and destroy operation into VC stronghold",Long Hảihills,1,
1967,Feb 19 – May 14,Operation Ala Moana[29],25th Infantry Divisionoperation,"Hua Nghai,Tây NinhandBình Dương Provinces",382,38
1967,Feb 20,Operation Brandywine[1],"3rd Brigade,9th Infantry Divisionsearch and destroy operation",Dinh Tuong Province,,
1967,Feb 22 – May 14,Operation Junction City,"3rd Brigade,4th Infantry Division,196th Infantry Brigade,173rd Airborne Brigade,11th Armored Cavalry Regiment,VNMC 1st and 5th BattalionsandARVN 35th and 36th Ranger Battalionsoperation",Tây Ninh Province,1728,282
1967,Feb 23 – 27,Operation Pulaski[1],"2nd Battalion, 4th Marinessearch and destroy operation",Quảng Nam Province,,
1967,Feb 25 – 28,Operation Lanoke[1],"2nd Battalion, 5th Marinessearch and destroy operation",Quảng Nam Province,,
1967,Feb 25 – Mar 2,Operation Pittsburg[1],"1st Brigade,9th Infantry Divisionspoiling attacks to locate and disrupt VC activity",Biên Hòa Province,,
1967,Mar 3 – Apr 3,Operation Blackjack 23[1],Mobile Guerilla Force operation,westernII Corps,,
1967,Mar 3 – Apr 3,Operation Dawes[1],Special ForcesProject Omega operation,II Corps,,
1967,Mar 3 – Apr 3,Operation Knox[1],Special ForcesProject DELTAoperation,II Corps,,
1967,Mar 4 – 22,Operation Hancock Queen[1],"3rd Battalion,503rd Airborne Infantry Regimentand 3rd Battalion,506th Airborne Infantry Regimentclear and search operation","Bình Thuận,Bình TuyandLâm Đồng Provinces",,
1967,Mar 6 – 7,Operation Ayr[1][5],"6th Battalion, Royal Australian Regimentsearch and destroy operation","nearBình Ba,Phước Tuy Province",,
1967,Mar 7 – Apr 8,Operation Waialua[1],"2nd Brigade,25th Infantry Divisionsearch and destroy operation","Hậu Nghĩa,Tây NinhandLong An Provinces",,
1967,Mar 8 – Apr 18,Operation Oh Jak Kyo I[1][30],Linkup of the ROKCapital Divisionand9th Infantry Divisiontactical areas of responsibility,Phú Yên Province,831,23
1967,Mar 10 – 12,Operation Yuba[1],"2nd Battalion, 4th Marinessearch and destroy operation",Quảng Nam Province,,
1967,Mar 13 – 18,Operation Tippecanoe[1],"1st Battalion, 5th Marinessearch and destroy operation",Quảng Ngãi Province,,
1967,Mar 15 – 18,Operation Webster[1],"3rd Battalion, 7th Marinessearch and destroy operation",Quảng Nam Province,,
1967,Mar 15 – Apr 30,Operation Blackjack 24[1],Mobile Guerilla Force operation,westernII Corps,,
1967,Mar 18 – Apr 21,Operation Makalapa[1],"1st and 2nd Brigades,25th Infantry Divisionsearch and destroy operation",Hậu Nghĩa Province,,
1967,Mar 19 – Apr 19,Operation Prairie III[1][31],"3rd Battalion, 3rd Marines,1st Battalion, 4th Marines,3rd Battalion, 4th Marines,1st Battalion, 9th Marines,3rd Battalion, 9th Marinesand 2nd Battalion,26th Marinessearch and destroy operations against the NVA324Band341st Divisions",DMZ,,
